paragraph_start_line,kind,sentence
2971,quantitative,"ablation under the strict protocol (100-id held-out test, 9\,900 ordered pairs, primary PCA-64 configuration)."
2971,narrative,Only the global metrics defined in are shown; per-sub-unit accuracy and risk are reported in .
2971,comparative_claim,Best per column in bold.
2971,narrative,The LAMM row is analysed separately in .
2980,quantitative,"method ROI RMSE edge-strain p_95 new-flip\,\% \\"
2982,quantitative,Laplacian 1.6420 0.1779 0.560 \\ bi-Laplacian 2.0071 0.2830 1.488 \\ ARAP 1.6969 0.0617 0.054 \\ CVAE-only 1.3195 0.2388 1.352 \\ Ridge anchor 1.0739 0.2034 0.332 \\ Hybrid =0.1 1.0654 0.1950 0.442 \\ Certified RB-SR (proposed) 1.0599 0.2035 0.227 \\ LAMM 0.9715 0.3196 0.879 \\
2995,narrative,"The primary paired inference is run directly on certified RB-SR against its matched Ridge anchor, on identity-level aggregates with Holm--Bonferroni correction over the frozen six-metric primary family ()."
2995,comparative_claim,"The primary differences are decisive: ROI RMSE improves with Holm-adjusted p 5.5 10^-13, Cohen's d_z=-0.97 and a 93\% identity-level win rate; target-relative new flips improve with Holm-adjusted p 2.3 10^-17, d_z=-2.51 and a 100\% win rate; and both source- and target-clustered bootstrap intervals agree in sign."
2995,quantitative,"One metric is honestly unresolved: the edge-strain p_95 difference against the anchor is +0.00012 units (Holm-adjusted p=0.198), too small for the stored procedure to resolve in either direction."
2995,quantitative,The nine hard-constrained landmarks have RMSE =0 by construction.
2995,quantitative,"Edge-strain p_95 is the 95th percentile of the per-edge engineering strain _e=|\,l_e^def-l_e^src|/l_e^src; its role as an ordinal surface-stretch screen is defined and bounded in . visualises the paired effect sizes and uncertainty; the later operating-point figure places those internal gains against the external methods."
3015,quantitative,figures/eval_review_v3/eval_00_primary_paired_effects_review_v1.pdf
3018,quantitative,source-identity percentile-bootstrap 95\% intervals; negative favours certified RB-SR.
3018,narrative,"Holm adjustment applies to the predeclared six-metric primary family, not to the intervals."
3018,narrative,"ROI, dorsum and tip RMSE and target-relative new flips pass the stored decision rule."
3018,quantitative,"The edge-strain interval crosses zero and its Holm-adjusted p=0.198, so that difference remains unresolved."
3018,narrative,The zero landmark-RMSE sanity check is omitted.
3027,narrative,Two readings of the non-LAMM rows drive the rest of the chapter.
3027,comparative_claim,"First, the geometric editors are regular but not accurate: ARAP is the best method on both regularity columns (lowest edge-strain and lowest flips), yet its ROI RMSE is 60\% higher than certified RB-SR's."
3027,narrative,A generic smoothness/rigidity prior can move vertices cleanly but does not know how a specific nose should respond to a sparse edit.
3027,quantitative,"Second, the direct CVAE generator is the opposite extreme: its flexibility is in fact more accurate than every geometric baseline (ROI RMSE 1.3195 vs.\ 1.6420--2.0071), confirming a learned map captures dense response generic geometry misses---but it pays with far worse regularity (1.352\% flips), so an unconstrained nonlinear generator is not the answer either."
3027,narrative,Each prior is strong on one axis and weak on the other.
3027,narrative,"That certified RB-SR does not win every column---ARAP legitimately wins regularity, and LAMM will be seen to win raw accuracy---is deliberate evidence that the metric set is the field-standard ``accuracy + geometric regularity'' pairing applied identically to all methods, not a set tuned to flatter the proposed method."
3045,narrative,arbitrarily: they instantiate the three deformation paradigms that recur across .
3045,narrative,"The geometric-propagation family (Laplacian, bi-Laplacian, ARAP) represents the smoothness/rigidity mesh-editing tradition that also underlies volumetric-Laplacian surgical planners such as Liao's ; the CVAE represents the recent move toward directly generating the ``after'' shape with deep generative models ; and LAMM represents the localized neural shape-space frontier of ."
3045,narrative,The benchmark therefore spans the main families identified in related work under one controlled protocol.
3045,narrative,They are faithful re-implementations of deformation mechanisms (); they are not the commercial or clinical systems of .
3045,narrative,"Systems such as VECTRA, Crisalix, Liao's planner and Topsakal's web tool use different data, metrics and (often calibrated) units, so no system-level numeric comparison is possible."
3045,narrative,"The comparison here is therefore deliberately mechanism-level and protocol-controlled, which is precisely the gap identified in ."
3045,narrative,Design consequence for Rhinoform.
3045,comparative_claim,"The headline confirms, at the level of the full external comparison, what the derivation already argued mechanism-by-mechanism: there is no single hidden ``best render''."
3045,narrative,"Generic geometry is too inaccurate and a free neural generator too unstable; what the platform needs, and what the derivation produced, is an auditable, data-aware anchor with a controlled residual correction on top."
3045,comparative_claim,The next section proves that this derived object is also the best deployable operating point.
3072,narrative,"The per-baseline distributional evidence supports three method-level readings, with the consolidated spatial and regional-tail comparison in ."
3072,narrative,"ARAP provides the strongest regularity endpoint among the external geometric baselines, with the lowest incidence of newly introduced normal flips and comparatively restrained edge distortion; its regional error nevertheless remains consistently elevated, showing that geometric regularity alone does not recover the identity-specific dense nasal deformation the personalised sparse-to-dense task requires."
3072,comparative_claim,"Bi-Laplacian propagation shows that increasing smoothness does not improve either accuracy or geometric safety: it is dominated by the other geometric baselines on aggregate error, and its regional and tail profiles localise severe distortions to the high-curvature nasal sub-units, ruling it out as either a prediction method or a regularity-oriented fallback."
3072,narrative,"Laplacian propagation sits between the two: markedly more stable than bi-Laplacian and free of its worst tail failures, but with regional error well above the data-aware methods---a useful identity-agnostic middle baseline that cannot infer the dense, source-specific nasal response from sparse landmark controls."
3092,quantitative,figures/eval_review_v3/eval_04_classical_spatial_tail_review_v1.pdf
3095,narrative,The first two columns show mean per-vertex error and target-relative new-flip frequency under shared column scales.
3095,narrative,The face-level flip frequency is displayed at vertices by the mean over incident faces; this operation is used only for spatial visualisation and does not change the face-level benchmark scorer.
3095,quantitative,The right column reports the mean and p_95 pairwise RMSE across the five registered nasal sub-units.
3095,narrative,"ARAP defines the low-flip but inaccurate endpoint, Laplacian is intermediate, and bi-Laplacian exhibits the strongest spatial and regional tails."
3115,narrative,The first stage established that certified RB-SR clearly beats generic geometry and unanchored generation.
